29 63
0 15 18
22 0 18
21 0 4
1 12 9
26 1 8
21 1 17
18 1 11
1 13 7
2 15 20
3 14 2
3 6 5
3 21 1
18 3 7
27 4 8
5 4 9
21 4 16
4 8 13
5 20 12
28 5 16
12 6 18
15 6 12
6 23 18
17 6 6
8 6 17
6 13 9
7 12 15
11 7 16
27 8 12
15 8 4
9 8 18
8 17 1
8 13 15
14 9 4
28 9 14
9 10 13
9 24 16
22 10 6
26 10 1
14 10 9
10 18 15
23 12 1
12 21 2
28 13 17
15 14 8
23 14 14
22 16 2
16 17 20
16 18 8
16 24 6
17 22 10
17 26 4
25 17 2
27 18 15
18 26 1
19 18 3
19 22 3
19 23 12
21 27 2
26 21 20
25 21 8
28 21 15
22 24 14
25 24 7
20 11
