29 78
22 0 1
13 0 8
0 4 17
0 5 2
6 0 16
1 4 17
27 1 5
1 9 2
11 2 12
17 2 18
2 13 10
23 2 18
2 27 11
9 2 19
2 6 15
2 8 14
2 14 20
2 25 11
7 2 15
23 3 1
3 6 12
3 15 13
3 18 15
4 19 4
10 4 6
11 5 3
5 26 12
5 19 15
5 9 17
6 5 16
15 5 20
23 6 10
6 20 5
6 10 1
7 14 10
10 7 3
26 8 6
8 13 11
8 9 3
25 8 18
21 9 15
9 22 5
13 9 8
9 27 11
9 20 19
10 20 14
21 11 2
11 17 13
13 11 9
11 15 15
12 26 3
27 12 2
12 20 20
13 19 18
13 14 5
13 25 18
14 19 20
14 16 16
28 14 5
15 23 13
25 15 16
27 16 9
25 16 18
25 17 18
21 18 4
18 22 2
18 26 6
18 25 12
18 24 14
19 27 13
28 19 6
22 21 11
21 28 4
27 22 15
23 26 18
24 25 20
26 25 10
27 25 9
5 16
