27 68
4 0 11
3 0 5
0 22 11
18 0 5
0 9 15
1 15 5
1 16 7
11 1 16
1 22 12
8 1 20
1 9 7
1 5 10
19 2 3
2 11 5
12 2 4
10 2 6
2 25 8
3 19 19
7 3 14
4 16 14
19 4 9
14 4 13
4 24 19
21 4 10
9 4 9
5 23 10
5 12 8
5 17 19
25 5 7
24 5 6
5 8 18
15 6 16
23 6 1
6 13 14
6 9 8
16 7 7
12 7 4
22 7 7
15 8 10
16 8 4
8 11 12
8 21 2
8 18 3
20 8 6
9 14 9
11 9 10
12 9 14
26 9 2
15 10 17
12 10 17
25 10 14
23 11 7
12 26 6
25 12 9
23 13 15
19 13 20
18 13 16
14 20 19
19 15 7
17 15 1
20 15 2
23 16 8
17 16 15
21 16 5
19 18 10
18 22 16
24 21 14
25 26 17
21 12
