30 69
26 0 9
5 1 3
1 24 1
1 19 8
16 1 3
1 29 16
20 2 16
19 3 12
3 6 15
28 3 8
29 3 7
4 19 12
28 4 3
5 6 15
5 7 15
9 5 14
5 8 16
6 23 1
15 6 11
22 6 20
6 27 13
10 6 4
7 23 1
19 7 11
7 15 11
29 7 14
7 20 12
9 7 17
8 17 10
28 8 20
8 11 17
13 9 3
9 24 3
9 23 10
9 12 9
9 18 18
16 9 19
14 9 11
12 10 7
10 18 18
20 10 6
21 11 17
12 11 7
11 29 3
12 18 14
12 16 5
13 19 9
14 13 9
17 14 20
14 24 18
16 14 19
24 15 11
15 28 20
26 15 13
16 18 18
27 16 16
16 29 16
26 16 14
19 17 17
28 19 5
19 26 5
23 21 15
22 29 20
22 26 6
28 25 6
29 25 19
27 26 11
26 29 18
27 28 2
0 10
