29 84
0 8 2
23 0 9
0 7 6
0 9 8
10 0 6
1 0 18
0 4 2
1 8 1
5 1 7
1 27 15
21 1 20
24 1 14
1 26 5
2 23 10
7 2 11
28 2 17
2 16 16
2 20 6
4 2 19
3 27 19
3 10 11
3 15 2
4 3 19
14 4 8
17 4 1
16 4 4
12 4 3
5 23 20
6 5 15
5 21 2
5 24 9
12 5 12
6 20 3
26 6 3
25 6 16
21 7 17
7 13 20
18 7 9
8 14 1
28 8 16
16 8 1
9 8 5
8 20 4
9 13 8
9 11 4
10 9 6
10 27 17
15 10 20
11 23 19
17 11 8
11 13 18
11 19 10
12 14 1
12 23 15
12 13 9
12 20 2
12 24 9
23 13 6
13 24 1
14 27 10
16 14 4
14 22 12
24 15 4
15 22 8
15 25 13
28 16 9
26 16 12
20 17 19
17 26 19
18 19 13
22 18 17
25 18 2
23 19 4
19 27 15
19 26 19
28 20 20
21 22 3
22 27 15
22 24 10
28 23 3
23 26 4
25 23 20
26 27 19
26 28 16
26 22
