28 61
22 0 2
12 1 8
1 14 15
1 20 12
19 1 8
2 16 10
3 18 16
10 3 18
3 12 20
3 20 6
4 22 12
10 4 4
4 6 3
23 4 14
9 5 17
5 7 19
6 13 5
21 6 5
11 6 18
27 6 15
7 21 3
19 7 20
24 8 16
8 21 14
15 8 14
8 9 19
19 8 4
13 9 15
9 18 15
16 9 14
27 9 15
24 10 12
15 10 19
12 10 13
10 11 20
13 11 15
11 21 18
12 14 8
20 12 5
17 12 18
12 19 17
18 13 7
20 13 16
24 14 6
26 14 15
14 27 20
18 15 7
15 26 11
24 16 18
20 16 14
16 17 2
17 24 18
20 18 6
20 22 14
24 20 17
20 21 3
26 20 8
22 21 19
26 22 15
25 23 11
26 25 18
25 5
