27 73
3 0 7
0 21 18
8 0 16
12 0 14
1 0 4
23 0 13
17 1 1
1 25 6
16 1 15
1 18 18
9 2 18
2 10 18
6 2 3
4 2 20
25 2 9
2 16 18
14 2 10
15 2 12
3 9 14
3 17 10
21 3 19
24 3 5
14 3 13
19 3 14
15 3 8
23 3 2
3 13 13
4 10 20
4 7 16
25 4 19
24 4 20
4 22 13
26 4 11
18 4 5
23 4 20
24 5 10
6 17 17
17 7 13
7 25 11
7 8 3
22 7 16
20 7 20
19 7 14
15 7 3
7 23 13
13 7 12
7 11 16
24 8 7
20 8 11
8 13 1
9 16 4
18 9 2
9 23 3
10 17 9
10 24 18
11 12 7
14 11 13
26 11 18
11 20 4
13 24 3
13 22 6
18 13 6
14 25 20
14 20 8
15 24 18
15 26 11
26 16 13
19 16 3
17 25 18
19 22 16
19 20 12
19 23 6
25 20 4
1 5
