26 68
23 0 18
0 15 18
0 7 18
13 0 14
8 0 1
12 1 19
1 24 17
21 1 9
1 2 12
7 1 19
13 1 8
2 12 15
2 16 16
2 23 12
15 2 7
3 16 2
3 23 18
3 18 1
3 15 13
9 3 4
4 24 14
16 4 7
19 4 19
14 4 6
12 5 11
5 15 15
20 5 4
5 10 5
22 6 14
6 21 6
16 6 10
15 6 1
6 20 12
13 6 2
6 17 3
7 12 16
16 7 4
7 19 5
8 24 4
8 22 15
21 8 16
8 16 9
15 8 1
9 8 12
8 10 16
8 11 6
9 13 7
14 9 12
10 25 2
10 11 6
17 10 17
12 24 15
12 16 8
19 12 7
18 12 10
15 12 5
13 22 7
19 13 16
20 13 19
14 23 16
21 15 17
16 15 16
22 16 1
19 16 12
16 20 7
17 19 5
25 20 6
22 21 9
5 22
