30 69
4 0 10
0 29 19
0 14 6
0 9 1
1 25 2
21 1 1
1 11 19
1 17 2
2 21 10
2 11 11
2 27 7
2 10 9
11 3 15
3 17 18
3 10 16
3 14 19
4 26 9
27 4 11
19 4 8
10 4 17
9 4 3
5 8 20
5 21 4
5 28 19
24 5 2
23 5 8
5 10 1
14 5 12
15 5 17
8 6 13
6 19 4
6 15 3
7 21 5
7 11 5
7 15 20
25 8 2
8 9 2
9 26 1
9 27 14
10 18 9
10 17 1
10 23 12
22 11 10
11 28 8
12 21 13
12 13 3
20 12 9
12 23 19
13 27 20
13 20 16
13 24 11
28 14 17
26 15 20
15 27 16
15 18 15
16 15 20
24 15 4
29 15 15
24 16 16
29 16 14
28 17 5
17 23 14
20 18 8
18 24 10
19 24 6
29 20 10
23 28 15
24 23 3
29 25 9
19 22
