29 84
22 0 8
24 0 10
6 0 1
0 20 6
2 0 20
0 14 20
26 0 3
3 1 4
1 14 10
1 19 5
2 16 13
2 22 19
2 28 19
2 18 15
26 2 1
19 2 1
11 3 5
3 17 2
5 3 17
3 14 11
25 4 20
4 24 9
4 6 13
4 17 4
4 5 6
7 4 7
17 5 12
5 14 14
5 7 13
25 6 16
28 6 13
6 13 4
14 6 17
26 6 4
7 22 7
23 7 1
21 7 16
18 7 9
7 19 2
10 8 8
27 8 7
14 8 2
9 25 4
22 9 6
9 21 19
9 13 10
9 26 17
9 19 3
22 10 20
21 10 4
10 12 9
13 10 2
15 10 16
26 10 9
24 11 1
13 11 11
17 11 20
11 18 14
20 12 16
12 14 6
23 13 20
14 25 18
15 14 12
18 14 5
22 16 1
24 16 16
20 16 9
16 17 4
16 19 6
19 17 14
26 18 19
22 19 17
19 23 8
19 28 7
25 20 14
20 21 1
20 28 9
21 27 2
25 22 17
23 25 13
23 26 11
24 27 6
25 28 11
27 28 11
24 9
