28 65
0 7 7
25 0 10
0 4 4
16 0 2
0 23 1
12 0 15
19 0 20
1 0 10
22 0 20
5 1 3
1 8 11
7 2 18
2 20 1
13 2 14
2 9 12
3 20 4
6 3 13
3 13 4
3 21 5
4 11 9
5 7 1
8 5 14
6 11 19
27 6 2
6 12 3
10 7 20
7 8 18
7 21 2
25 8 16
8 19 9
22 8 18
9 25 18
9 11 13
9 27 7
20 9 16
13 9 20
26 10 12
14 10 7
12 10 19
10 13 13
17 10 17
11 26 12
17 11 6
25 12 2
12 16 3
12 20 11
12 13 13
15 13 1
13 14 15
19 13 6
14 24 6
15 14 5
16 15 6
23 15 3
15 20 4
15 21 1
16 23 17
17 20 15
18 24 3
23 18 11
19 24 5
19 27 10
24 20 13
20 21 5
21 26 3
21 0
