25 65
0 20 4
0 4 6
24 0 14
0 10 12
0 15 20
0 14 5
1 11 3
15 1 5
19 1 8
7 1 6
2 22 10
2 21 16
4 2 14
2 10 5
13 2 13
12 2 8
2 6 8
22 3 17
4 3 18
15 3 8
3 23 18
3 7 9
3 14 19
22 4 1
4 24 17
4 11 5
10 4 8
4 5 3
6 4 2
11 5 7
15 5 17
7 5 8
5 12 4
5 14 16
6 19 3
6 13 8
14 6 12
8 7 2
7 20 15
11 7 4
20 8 6
13 8 14
18 8 3
9 19 4
10 22 12
10 12 8
18 10 7
11 21 8
11 15 16
11 16 14
13 11 10
12 11 19
11 18 13
17 11 7
22 12 5
22 13 19
21 13 17
20 14 15
15 22 6
21 15 4
15 17 5
22 16 14
17 21 20
17 20 1
20 19 20
23 9
