28 89
22 0 12
0 3 1
0 11 12
0 20 17
16 0 17
1 25 9
1 13 3
1 3 5
1 11 12
23 1 1
1 16 19
10 2 13
2 12 17
25 3 14
5 3 17
11 3 9
4 3 7
21 3 9
3 20 6
5 4 9
22 4 18
6 4 8
4 26 16
4 24 17
27 4 10
4 10 1
5 19 2
17 5 14
6 5 7
5 21 19
5 16 11
6 19 1
6 18 2
6 10 4
12 6 6
8 6 19
7 14 11
7 22 5
7 13 13
7 10 14
12 7 15
7 8 8
8 14 20
22 8 5
8 21 4
26 8 17
20 8 8
24 8 14
24 9 17
9 10 6
10 25 16
10 15 3
18 10 2
10 11 17
20 10 17
10 12 3
11 13 18
11 20 17
11 27 5
19 12 6
18 12 3
14 12 19
12 22 2
12 13 20
23 12 17
12 24 7
20 13 1
19 14 11
14 27 2
25 15 3
15 19 19
16 19 2
16 18 16
16 26 19
20 16 2
17 21 20
17 26 11
24 17 14
17 27 8
23 18 18
27 18 3
21 22 9
22 25 4
23 22 10
25 23 10
23 24 19
23 27 1
27 25 14
26 27 2
23 5
