23 64
0 6 17
0 8 7
1 22 12
1 9 8
2 4 14
2 16 14
10 2 20
15 2 1
2 17 1
2 9 14
3 22 16
3 12 2
14 3 7
3 18 16
21 3 14
3 5 16
3 9 13
4 21 12
4 17 12
4 11 1
19 5 10
16 5 5
18 5 10
21 5 10
5 15 3
6 8 15
6 11 14
7 22 8
7 12 13
16 7 17
18 7 4
10 7 12
20 7 10
8 14 7
8 10 13
8 15 5
20 8 1
8 17 3
19 9 15
22 9 17
12 9 5
9 10 13
11 9 2
10 20 11
10 17 15
10 11 19
14 11 4
11 18 13
21 11 10
15 11 12
17 11 15
18 12 13
12 21 16
12 20 9
13 19 14
13 22 19
14 21 17
20 14 20
15 22 12
15 18 18
15 17 16
22 17 16
18 21 14
20 18 14
6 13
