26 71
23 0 15
0 2 10
21 0 5
20 0 19
0 5 20
1 24 15
1 4 8
1 9 3
1 3 1
2 24 10
15 2 12
2 11 4
2 9 6
2 5 3
3 16 5
23 3 1
3 19 6
3 18 18
3 25 4
5 3 13
24 4 7
4 12 4
4 8 18
4 21 12
4 14 9
13 5 7
5 8 7
5 25 6
5 14 5
6 16 9
13 6 8
6 23 5
6 18 4
25 6 12
14 6 2
16 7 14
9 7 11
18 7 14
7 25 10
7 20 4
15 8 2
23 8 18
8 22 4
8 18 7
9 11 11
21 9 3
10 11 5
10 12 16
10 22 13
10 18 14
10 14 10
10 17 14
11 15 4
12 11 9
11 22 10
18 11 12
16 12 12
19 12 13
13 18 20
20 13 20
13 17 13
14 16 7
15 24 9
23 16 20
18 16 10
24 17 10
18 17 13
19 21 18
22 20 15
25 20 6
22 23 16
23 11
