29 65
0 9 19
11 0 2
0 28 19
14 0 4
7 0 14
1 9 14
1 14 5
13 1 20
1 12 12
11 2 10
17 2 2
14 2 6
2 19 17
2 7 1
15 3 3
3 5 4
7 3 4
4 28 6
19 4 18
4 7 11
5 28 5
27 5 12
13 5 2
24 5 17
5 21 7
12 5 8
5 8 17
6 27 1
6 13 6
24 6 3
6 21 17
11 7 6
8 16 3
8 13 15
8 25 2
8 21 7
9 11 1
9 22 11
19 9 8
27 10 17
10 19 16
10 26 15
11 20 1
11 14 18
11 26 13
12 20 10
12 13 3
25 12 11
26 12 18
16 13 1
13 17 3
13 21 9
21 14 12
14 18 19
19 15 13
28 16 19
16 24 16
25 16 8
16 26 15
25 18 17
20 28 16
23 21 20
22 24 12
28 24 11
24 26 9
26 15
