27 69
9 0 5
0 24 11
19 0 12
16 1 2
15 1 19
10 1 6
13 1 20
1 4 11
3 1 8
14 1 11
16 2 5
2 15 16
2 10 16
2 5 5
2 7 7
2 9 2
12 2 10
19 2 11
2 6 20
15 3 1
3 18 14
3 8 3
13 3 9
4 16 17
4 13 18
5 17 1
5 24 3
6 15 18
7 6 18
6 21 20
6 24 12
7 15 9
26 7 16
8 7 15
13 7 15
7 21 12
9 7 3
7 12 18
8 13 3
8 11 10
21 8 9
9 8 18
17 8 12
20 8 2
19 8 6
9 13 18
9 21 16
24 9 6
9 14 18
10 15 20
13 10 18
10 25 1
12 14 7
13 26 5
20 13 17
15 14 5
14 18 8
15 17 13
15 25 18
18 16 7
21 16 17
18 17 20
19 18 14
20 26 5
24 22 18
23 22 9
22 25 20
25 23 10
24 25 16
23 11
