29 105
0 21 4
16 0 4
0 25 6
28 0 11
0 17 5
0 1 13
8 0 3
12 0 15
0 9 17
0 3 19
25 1 13
1 17 11
14 1 19
1 7 12
18 1 14
2 21 20
15 2 12
25 2 17
2 22 18
14 2 9
18 2 19
9 2 6
3 2 10
4 2 13
21 3 5
3 24 14
3 22 8
3 7 9
3 18 7
3 6 19
3 4 17
25 4 15
28 4 4
4 17 6
14 4 2
26 4 5
4 10 3
27 5 4
5 7 2
5 26 16
20 5 15
6 15 11
25 6 12
14 6 10
20 6 12
7 24 19
7 19 19
7 27 14
7 26 13
20 7 4
9 7 17
13 7 14
8 11 19
8 14 1
12 8 17
8 26 11
10 8 13
18 8 18
16 9 7
9 25 14
27 9 18
22 9 15
10 16 11
24 10 4
17 10 5
27 10 8
10 12 15
20 10 14
21 11 12
11 12 8
17 12 20
27 12 3
12 14 14
13 28 2
26 13 3
20 13 6
14 25 9
14 28 13
23 14 15
14 18 5
15 16 1
15 24 20
19 15 7
15 27 19
15 22 10
24 16 16
16 17 10
22 16 17
16 18 7
17 24 3
17 27 1
22 17 12
18 24 11
28 18 3
18 20 9
20 19 19
25 20 3
20 23 4
22 20 3
21 23 1
21 26 13
22 23 4
28 23 13
28 25 5
26 25 16
8 22
