30 87
6 0 3
10 0 3
17 0 3
0 13 2
1 3 16
16 1 1
1 22 17
28 1 17
8 1 16
2 29 9
22 2 9
2 24 11
11 2 4
12 3 18
27 3 18
3 10 13
4 3 5
17 3 15
22 3 3
25 3 14
3 13 6
21 3 1
14 3 16
7 3 19
4 12 3
4 26 19
4 11 5
5 10 20
16 5 13
13 5 3
14 5 18
11 5 2
6 16 14
6 22 5
8 6 4
6 11 6
7 22 16
7 25 2
7 13 17
7 21 9
24 7 1
8 7 11
8 29 19
8 25 10
13 8 19
8 21 20
18 8 9
11 8 4
11 9 12
10 27 13
29 10 12
16 10 6
17 10 17
23 10 15
10 28 18
11 29 16
11 17 3
11 28 13
12 20 9
26 12 14
29 13 7
13 23 2
13 24 6
14 20 20
25 14 1
14 18 5
20 15 13
15 27 20
28 15 20
29 16 15
17 22 10
18 29 7
25 18 3
23 18 8
18 24 12
28 18 17
23 19 20
20 22 7
21 29 12
22 21 5
21 28 15
22 29 15
22 26 11
23 29 14
27 24 20
28 24 16
29 28 9
16 26
