30 89
10 0 7
0 15 18
23 0 1
24 0 8
11 1 10
9 1 20
1 8 10
21 1 5
16 1 14
1 20 17
2 9 5
5 2 9
3 2 8
2 6 18
12 2 11
2 7 13
14 3 6
18 3 10
22 3 14
26 4 16
4 9 6
4 25 14
23 4 4
24 4 16
4 22 13
12 4 17
5 19 7
8 5 16
21 5 6
5 16 8
5 20 10
5 29 4
5 7 14
19 6 12
6 17 9
6 26 18
6 9 17
14 6 13
8 6 1
23 6 4
6 27 17
17 7 14
9 7 6
7 14 2
15 7 13
22 7 11
19 8 11
8 9 14
15 8 18
23 8 8
8 24 12
8 13 19
8 16 7
20 8 13
9 16 2
9 22 14
10 17 19
10 26 2
11 14 14
21 11 3
11 27 18
12 26 13
12 23 18
13 17 2
16 13 9
13 18 3
25 14 14
16 14 15
14 22 10
15 19 16
19 16 6
25 16 1
24 16 2
28 16 4
18 16 3
22 16 9
17 24 7
19 29 3
21 20 18
20 27 7
20 29 7
28 21 15
22 24 13
29 22 19
23 27 2
23 24 10
29 23 8
25 27 3
26 28 14
15 12
