26 65
11 0 1
4 0 5
10 0 4
24 0 2
15 0 14
1 0 8
2 0 12
13 0 2
3 0 8
1 24 1
1 15 19
1 7 11
2 23 10
9 2 9
2 12 18
4 3 2
3 9 7
12 3 13
19 3 4
15 3 20
17 3 3
4 11 18
8 4 10
15 4 9
4 14 11
4 25 17
5 22 11
21 5 19
16 6 3
20 6 9
15 6 8
11 7 11
7 10 8
18 7 19
8 7 13
24 7 9
21 7 4
7 25 19
8 23 3
24 8 12
8 21 7
9 11 9
9 22 14
24 9 9
22 10 19
14 10 4
21 10 20
10 13 3
24 11 1
20 11 4
22 12 11
24 12 10
13 20 8
13 15 14
23 14 8
14 19 16
19 15 6
15 25 3
16 22 16
21 16 11
23 17 9
18 17 18
22 21 7
24 22 4
23 25 4
16 17
