28 82
0 27 3
0 16 8
5 0 1
0 7 10
0 4 18
19 0 9
11 0 3
1 6 7
1 9 14
1 13 12
1 22 8
18 1 10
1 12 17
1 21 19
6 2 17
9 2 17
18 2 4
5 2 18
2 19 3
10 2 20
15 2 2
22 3 12
16 3 20
3 5 14
10 3 6
15 3 16
21 3 4
16 4 3
26 4 8
4 7 20
11 4 7
12 5 11
19 5 6
11 5 7
5 15 9
5 17 20
14 5 17
13 6 19
23 6 17
8 6 13
6 26 19
7 13 20
18 7 2
11 7 14
24 7 13
7 14 10
8 26 7
25 8 15
8 11 6
8 10 17
9 13 11
23 9 12
9 11 20
9 24 20
10 13 14
25 10 11
10 19 8
23 11 12
19 11 16
13 12 18
22 12 20
27 12 19
18 12 9
12 19 5
14 12 3
13 19 3
14 22 10
15 14 20
15 23 16
26 15 4
15 25 4
16 18 9
24 16 6
27 17 14
17 18 9
19 20 7
27 20 1
20 24 16
24 21 3
27 22 1
22 24 4
23 25 8
27 25
