25 65
0 11 7
0 7 1
0 16 8
0 4 15
0 2 18
15 0 7
17 1 7
5 1 9
1 6 14
1 24 9
1 23 7
1 18 13
1 8 4
1 22 15
19 1 19
18 2 14
10 2 3
2 15 1
10 3 2
21 3 5
19 3 19
4 11 5
6 4 10
4 24 6
18 4 3
4 9 6
5 11 8
20 5 1
5 24 6
20 6 9
13 6 4
23 6 19
10 6 1
7 8 19
7 21 2
9 7 5
7 15 20
7 19 5
8 24 1
15 8 16
8 19 9
9 18 5
10 23 7
16 11 10
12 11 17
13 11 5
13 12 5
23 12 17
13 16 18
13 20 17
13 21 5
13 19 4
14 17 2
16 14 12
20 14 9
14 24 14
15 17 14
22 15 12
19 15 10
17 24 2
23 17 11
19 21 3
22 19 13
20 24 17
20 23 9
20 18
