28 65
12 0 18
0 21 15
0 19 8
17 0 17
27 1 20
3 1 14
2 1 19
26 1 6
1 14 18
2 23 11
2 17 18
14 2 9
8 3 10
3 24 16
10 3 14
3 20 17
9 3 1
10 4 14
4 25 16
5 24 1
5 23 8
12 5 1
21 5 5
5 6 16
5 19 9
20 5 18
6 8 12
7 15 2
7 10 13
24 8 13
8 17 6
9 8 4
23 9 11
26 10 7
20 10 6
10 14 9
11 23 3
11 27 17
16 11 11
14 11 9
21 13 19
16 13 4
13 15 19
13 19 9
25 13 6
20 13 2
15 27 8
15 16 9
15 25 18
27 16 2
26 16 7
16 18 1
21 17 20
19 17 3
22 18 2
26 18 2
18 20 8
19 27 13
22 19 8
20 24 7
23 20 2
21 20 4
22 20 1
22 21 3
25 26 12
25 0
