29 89
9 0 14
11 0 19
0 12 8
0 13 18
15 0 7
1 14 7
1 19 16
1 20 14
7 1 19
18 1 9
1 26 19
1 17 7
1 13 5
2 20 17
7 2 17
18 2 15
16 2 16
2 21 2
3 18 18
3 12 19
10 3 13
3 6 11
25 3 15
11 4 11
4 7 18
4 24 4
4 25 16
19 5 9
18 5 19
5 26 18
5 13 2
25 5 3
6 19 5
9 6 15
11 6 18
6 10 2
26 6 5
13 6 10
7 8 10
7 11 12
20 7 4
16 7 5
25 7 1
21 7 4
12 8 20
16 8 15
22 8 16
15 8 1
8 25 13
9 12 18
9 22 12
10 27 18
13 10 13
24 10 20
11 27 9
11 23 14
11 18 15
11 12 10
11 26 10
22 11 1
19 12 7
16 12 20
12 17 16
21 12 4
13 14 14
19 13 12
26 13 8
15 13 1
27 15 4
27 16 7
19 17 18
17 18 5
22 17 17
19 18 8
18 26 11
18 22 7
21 18 2
26 19 7
22 19 4
28 20 8
27 20 1
20 22 13
25 20 4
21 20 16
27 21 1
22 21 1
25 21 15
25 22 14
28 25 7
17 24
