28 62
26 0 7
14 0 13
0 15 7
4 0 13
1 11 18
1 16 16
1 21 3
7 1 20
1 5 10
1 3 4
23 1 9
8 2 8
2 23 11
24 3 15
3 14 8
3 5 3
22 3 17
4 27 18
11 4 17
4 13 18
10 4 20
5 15 12
5 10 7
6 21 13
6 7 11
6 25 14
7 9 4
13 7 6
22 7 8
7 20 5
8 26 18
9 8 4
8 13 16
18 9 19
9 19 1
20 9 13
10 9 11
10 14 18
20 11 12
23 11 3
12 26 19
12 18 2
12 21 11
12 24 1
12 20 16
12 15 20
23 12 16
19 13 7
23 13 19
17 14 16
15 27 9
21 17 16
17 22 13
23 17 15
22 18 14
27 19 11
19 20 17
21 24 6
23 21 11
22 25 14
23 26 18
27 24 10
21 19
