29 79
0 16 20
0 8 18
21 0 11
0 27 8
3 0 4
1 16 3
8 1 7
4 1 7
21 1 12
23 1 3
1 6 17
1 10 15
14 1 19
13 1 18
12 1 1
2 22 16
27 2 6
2 24 12
2 3 3
2 14 12
2 12 3
2 19 7
17 3 15
8 3 11
3 9 4
3 27 20
3 28 7
14 3 7
26 3 16
17 4 1
4 16 3
4 23 11
4 12 17
5 22 12
5 27 17
5 20 11
15 5 7
5 26 5
6 18 8
6 23 8
6 24 3
6 14 14
12 6 16
17 7 13
7 9 6
27 7 19
7 13 7
8 13 6
12 8 1
17 9 8
22 9 7
9 25 1
15 9 15
14 9 15
10 21 11
10 24 7
15 10 13
11 17 14
11 22 3
11 27 13
20 11 8
16 12 14
12 22 4
12 13 1
12 19 13
18 13 12
13 28 8
13 14 1
13 19 15
14 16 19
15 18 17
21 15 1
22 16 10
17 24 6
19 17 8
24 18 18
21 19 20
24 20 13
25 22 15
26 23
