30 82
13 0 4
0 7 1
6 0 4
0 21 19
11 0 16
27 0 8
24 0 8
0 22 15
1 4 5
5 2 5
13 2 4
29 2 12
16 2 10
24 2 4
2 3 15
2 22 13
15 3 3
29 3 16
24 3 1
3 22 8
3 19 13
4 14 8
7 4 1
15 4 13
4 29 13
4 17 12
26 4 6
5 14 10
5 13 17
5 6 8
5 21 16
8 5 20
23 5 1
15 6 2
6 16 1
6 12 15
19 6 7
20 7 18
14 8 19
8 13 3
8 21 10
10 9 17
20 9 14
9 26 18
14 10 19
11 10 10
14 11 12
20 11 5
11 25 17
12 28 10
12 26 13
13 20 4
13 21 15
13 28 13
13 22 10
23 13 1
19 13 6
14 20 3
14 24 16
14 19 2
29 15 3
15 20 5
24 15 10
15 19 15
16 18 20
21 16 19
16 24 17
21 17 9
19 17 2
19 29 16
25 19 10
29 21 11
28 21 1
21 23 9
25 22 6
22 27 12
26 22 9
26 23 7
27 24 12
25 28 18
26 28 14
29 28 3
9 18
