30 90
0 21 5
0 12 9
0 6 8
0 9 1
24 0 7
0 14 4
0 15 1
1 11 13
1 4 12
6 1 12
24 1 3
22 2 7
2 28 2
2 7 8
4 2 6
2 18 8
2 6 7
2 29 4
3 21 11
3 4 4
3 5 2
29 3 6
22 4 12
19 4 3
4 20 14
4 8 2
10 5 17
28 5 15
5 19 8
5 18 2
5 27 14
6 7 18
16 6 17
18 6 5
14 6 14
6 23 9
7 13 13
20 7 8
7 15 15
13 8 5
12 8 17
8 16 3
18 8 4
8 9 19
14 8 7
9 11 1
18 9 7
9 14 1
9 26 19
10 21 16
10 15 9
28 11 9
21 11 19
13 11 7
11 12 8
24 11 10
29 11 2
11 14 1
11 26 17
24 12 18
29 12 7
13 22 13
13 28 16
21 13 18
19 13 18
25 13 13
21 14 8
16 14 7
14 19 2
18 15 13
28 16 9
17 16 3
16 29 7
16 27 10
17 28 18
17 19 15
17 25 9
23 17 16
26 17 1
19 18 14
20 18 2
18 24 19
18 29 13
28 19 6
21 29 7
21 26 11
21 27 2
26 23 7
24 26 11
29 25 9
24 10
