28 69
0 7 3
0 1 3
0 21 11
4 0 1
0 5 15
7 1 6
1 2 8
1 15 5
8 1 12
3 1 8
1 21 4
2 12 2
2 26 19
13 2 20
14 2 1
2 8 10
2 19 2
2 21 1
16 2 16
23 3 5
3 22 18
20 3 5
3 8 13
3 24 1
23 4 13
12 4 17
13 4 3
14 4 2
8 4 2
5 12 8
13 5 19
5 18 18
5 21 9
16 5 19
10 5 4
6 23 11
27 6 12
6 8 13
17 7 7
9 7 7
14 7 14
7 16 3
22 9 10
15 9 11
10 9 18
10 23 1
11 23 2
22 12 11
13 18 13
13 24 14
22 14 15
25 14 2
14 16 4
15 17 13
19 15 7
17 16 7
16 23 20
27 16 2
22 16 3
19 16 16
18 22 13
25 18 9
19 22 13
19 21 12
23 20 10
26 21 20
24 22 19
25 23 6
26 25 6
21 11
