29 79
19 0 1
0 14 15
10 0 5
13 0 13
0 27 16
1 23 12
1 14 14
1 16 1
22 1 2
12 2 17
2 26 7
17 2 15
2 27 15
3 14 16
3 7 20
3 9 15
3 5 20
3 24 4
13 3 14
21 4 8
26 4 16
4 7 8
6 4 2
4 18 7
4 24 14
27 4 2
15 5 17
23 5 8
16 5 4
5 20 16
11 5 9
6 8 10
12 6 11
23 6 13
6 19 10
20 6 15
6 24 14
8 7 14
7 13 4
8 15 18
23 8 13
26 8 12
9 23 3
9 16 12
10 21 2
15 10 4
10 25 5
26 10 4
10 20 8
18 10 10
10 24 15
10 27 18
11 28 10
28 12 16
12 22 8
13 21 15
27 13 19
22 14 6
28 15 20
19 15 5
15 18 17
25 16 7
16 20 16
16 22 11
17 21 8
26 17 11
17 22 11
17 18 4
20 18 19
18 24 12
18 27 13
20 25 11
20 22 13
21 24 14
21 27 19
22 23 14
27 24 13
25 27 12
28 27 7
17 11
