28 83
0 18 7
20 0 4
15 0 5
0 23 16
0 17 14
4 0 1
5 0 14
0 19 18
7 0 12
0 25 18
0 8 1
26 0 4
27 0 6
1 18 14
1 2 7
1 17 1
1 4 9
10 1 19
6 1 4
2 23 4
2 3 14
8 2 9
26 2 16
3 16 7
5 3 20
19 3 19
3 7 8
3 25 5
3 27 15
9 4 16
4 18 17
10 4 20
4 14 11
4 6 5
9 5 20
22 5 20
5 23 19
5 17 7
7 5 6
5 8 15
5 6 13
16 6 2
12 6 12
15 6 10
23 6 6
22 7 10
7 10 19
7 14 14
9 8 5
8 23 2
8 13 2
8 21 12
14 8 12
24 9 3
9 12 6
9 23 18
16 11 12
11 23 20
19 11 11
26 11 16
24 12 20
17 12 8
19 12 12
12 21 6
27 12 12
18 13 12
25 14 15
26 14 8
15 20 11
16 22 9
16 20 8
22 17 3
18 22 18
18 26 10
21 19 1
19 27 11
24 20 1
20 26 17
23 21 5
21 26 5
23 22 14
23 24 19
26 23 1
0 24
