25 67
21 0 1
12 0 17
10 0 6
0 24 1
13 0 2
14 0 17
18 1 15
10 1 14
16 1 20
15 1 10
8 1 2
18 2 10
2 10 13
13 2 12
15 2 16
2 9 19
3 10 14
3 24 17
16 3 19
3 14 20
21 4 19
24 4 10
16 4 14
4 19 4
5 6 14
13 5 5
5 16 1
14 5 6
5 9 7
5 19 13
6 20 3
6 11 10
14 6 3
13 7 3
7 23 13
18 8 5
8 10 18
17 8 4
14 8 6
9 14 18
12 10 20
10 18 2
20 10 9
15 10 4
10 11 18
11 12 14
11 16 10
23 12 18
20 13 13
13 14 8
23 13 16
15 14 17
23 14 13
15 22 3
18 15 15
17 15 13
18 16 11
17 16 19
23 16 14
17 22 19
18 21 20
19 18 12
19 22 9
19 20 15
19 23 20
21 24 10
23 24 16
14 7
