29 73
0 19 1
1 0 20
0 8 9
2 0 6
21 1 8
12 1 16
1 4 17
11 1 5
1 17 6
2 1 18
13 2 4
17 2 6
2 3 20
14 2 17
3 27 5
3 6 1
7 4 18
4 26 14
4 21 13
4 22 7
24 4 8
4 8 18
5 7 19
5 19 20
15 5 17
5 24 18
7 6 15
6 18 2
8 6 18
6 14 4
27 7 3
25 7 20
18 7 8
7 22 1
7 24 18
8 13 6
17 8 14
14 8 20
18 9 7
9 11 13
26 10 5
10 21 10
11 10 17
11 12 15
11 14 15
19 12 11
12 26 17
12 18 14
20 12 11
24 12 10
13 27 12
13 19 2
13 16 19
13 18 13
14 13 2
14 26 20
14 23 6
15 25 14
16 19 15
28 16 17
27 17 6
17 19 20
17 24 6
27 18 5
24 18 19
25 20 17
25 21 8
21 22 18
22 23 5
24 22 7
28 23 7
28 24 14
26 27 16
11 15
