30 86
0 7 20
20 0 18
0 2 19
1 22 1
29 1 17
5 1 20
1 25 3
18 2 18
2 29 17
5 2 19
10 2 15
2 6 17
3 22 11
3 20 10
3 28 7
3 11 14
4 9 10
4 28 3
4 14 6
4 24 20
4 8 3
12 4 6
5 17 14
20 5 7
14 5 7
8 5 19
5 12 3
10 5 9
27 5 5
5 6 10
19 6 17
25 6 11
8 6 1
11 6 2
9 7 14
7 20 18
7 12 12
11 7 7
23 7 4
7 10 19
29 8 15
8 17 18
8 21 15
15 8 8
8 14 15
9 22 19
29 9 9
9 21 9
25 9 5
9 13 1
9 23 2
29 10 18
24 10 10
13 10 19
10 12 19
11 19 11
11 25 9
12 11 3
27 11 20
13 16 18
19 13 16
15 13 1
18 15 3
17 15 5
18 16 10
16 19 13
16 20 3
22 17 1
17 18 12
17 24 12
18 19 10
24 18 13
18 25 8
19 22 3
19 29 18
19 24 13
20 28 16
20 23 20
21 26 15
21 25 13
22 29 4
22 24 15
23 24 16
25 27 7
28 26 10
27 28 14
2 26
