30 85
7 0 10
13 0 6
4 0 5
26 0 18
13 1 12
29 1 20
24 1 19
21 1 5
1 8 3
5 1 18
2 25 20
29 2 11
2 5 16
2 18 13
15 2 14
2 27 15
25 3 7
3 28 20
3 20 8
4 25 16
11 4 14
4 26 18
4 17 6
14 4 17
4 19 16
22 5 14
5 6 16
15 5 3
14 5 18
29 6 16
6 24 1
13 7 4
7 26 9
7 20 15
21 7 13
8 7 3
7 27 13
8 11 16
8 10 4
8 21 6
17 8 3
19 8 1
9 16 10
12 9 19
29 9 19
9 24 14
23 9 18
19 9 7
26 10 20
12 10 3
23 10 20
16 11 5
11 20 5
11 21 9
15 11 7
11 17 15
25 12 1
13 12 4
19 12 8
13 22 3
13 20 20
24 13 12
13 18 4
14 25 16
17 14 12
25 15 12
16 15 2
15 20 4
16 25 11
16 26 1
21 16 18
16 18 8
16 17 2
17 25 17
18 17 11
20 18 5
21 18 8
27 18 3
19 18 20
29 20 1
25 21 3
21 26 15
22 28 3
25 24 4
24 29 9
28 23
