29 87
0 9 17
16 0 4
0 24 3
25 0 9
0 11 6
0 5 10
1 15 17
25 1 5
1 18 10
19 1 17
17 1 14
1 6 4
1 11 6
1 4 20
2 3 4
2 20 7
19 2 12
2 17 1
11 2 7
22 3 3
10 3 16
3 18 9
17 3 17
12 3 6
3 4 3
22 4 2
4 26 8
4 14 18
15 4 16
4 25 10
28 4 20
4 18 18
4 17 16
5 8 15
5 14 11
5 13 8
19 5 1
11 5 20
5 12 6
6 9 6
22 6 20
6 16 12
28 6 3
13 6 18
6 21 15
6 17 14
7 8 10
10 7 2
19 7 9
8 22 5
15 8 16
8 19 17
9 14 20
9 27 10
9 21 1
9 11 5
10 27 8
10 12 14
28 11 16
11 17 3
12 27 7
22 13 15
13 14 3
26 14 4
14 15 6
24 14 13
14 28 9
14 19 11
25 15 10
23 15 10
15 21 3
22 16 16
16 25 5
17 16 2
17 22 3
17 28 4
18 17 16
17 19 5
28 18 17
22 19 14
23 19 1
20 23 15
20 27 10
28 22 19
23 28 9
26 24 1
24 27 7
15 12
