29 67
11 0 10
0 5 2
20 0 10
0 25 12
1 22 6
1 20 14
26 1 2
5 2 19
24 2 2
3 22 11
3 23 15
20 3 13
6 3 16
3 7 16
3 9 8
15 3 3
13 4 6
12 5 16
5 28 13
6 5 7
19 6 8
13 6 16
6 11 13
6 12 15
6 28 11
20 6 4
7 6 2
26 6 9
19 7 5
7 23 2
7 28 16
24 7 8
9 7 15
8 18 14
13 10 18
10 21 2
10 25 3
10 16 16
10 15 12
23 11 3
11 28 17
20 11 9
12 17 13
13 12 8
12 21 18
12 27 19
21 13 15
13 24 12
18 14 14
16 15 4
16 21 14
27 16 3
19 17 5
18 22 13
18 21 13
26 18 15
23 20 12
25 20 12
20 26 6
21 25 1
26 21 19
22 23 20
22 27 3
24 22 2
24 25 11
28 26 7
28 27 15
16 2
