30 77
18 0 2
0 17 1
3 0 10
0 14 17
0 10 3
11 1 19
4 1 19
13 1 1
1 15 16
2 4 3
6 2 14
2 26 20
5 3 2
3 16 8
15 3 2
3 26 12
18 4 6
4 28 16
16 4 2
4 22 8
26 4 19
5 11 3
5 19 8
8 5 2
5 16 16
5 24 19
13 5 1
6 11 19
27 6 2
6 19 2
19 7 16
10 7 6
7 26 7
25 7 17
8 27 11
28 8 8
12 8 18
9 8 14
8 14 7
9 17 1
9 19 8
9 28 10
12 9 5
10 23 6
18 10 3
27 10 12
10 19 6
10 15 8
18 11 8
17 11 2
11 19 17
12 11 12
15 11 8
25 11 1
23 12 5
17 12 9
12 21 13
12 25 5
13 20 2
14 13 19
13 26 4
14 18 7
14 15 18
19 15 16
28 15 18
21 15 13
16 23 14
16 27 13
28 16 17
20 16 2
25 16 20
18 17 19
24 17 19
19 20 17
29 19 8
20 27 13
20 25 14
22 29
