31 92
0 11 7
26 0 15
0 25 5
0 10 20
0 1 20
0 3 3
0 2 11
29 0 19
22 1 18
1 17 6
1 11 8
9 1 10
3 1 19
1 13 14
19 2 9
23 2 15
24 3 9
10 3 3
3 20 4
3 27 6
16 3 16
13 3 2
19 4 3
4 18 9
4 9 11
30 4 12
4 21 6
4 29 15
13 4 6
19 5 8
26 5 1
6 23 16
25 6 2
6 10 11
22 7 19
7 8 18
28 7 13
7 25 11
7 30 5
7 16 11
7 21 9
13 7 13
22 8 10
8 19 2
17 8 16
25 8 17
9 22 3
18 9 14
11 9 1
9 24 15
16 9 8
10 22 18
23 10 13
28 10 19
10 20 1
10 16 14
10 21 18
10 29 12
10 13 5
11 22 14
19 11 1
11 18 9
23 11 2
11 15 6
28 11 11
12 20 6
13 19 20
13 26 8
30 13 18
13 21 7
13 14 12
14 30 11
25 15 17
16 15 1
29 15 9
16 21 1
28 17 11
18 24 12
20 18 2
22 19 19
19 23 4
25 19 17
24 20 12
20 27 12
20 29 6
30 21 15
22 23 10
28 22 5
28 23 4
27 24 3
25 26 6
29 25 15
12 5
