39 119
0 5 13
0 23 16
16 0 10
28 0 1
0 34 15
0 13 12
19 1 19
1 26 2
23 1 15
1 29 9
36 1 17
2 12 16
23 2 12
21 2 3
2 9 12
2 13 10
37 2 3
2 35 4
3 38 19
3 11 9
3 23 12
3 16 15
32 3 20
3 17 18
3 29 7
37 3 12
3 35 13
4 12 17
4 38 4
4 22 3
16 4 20
4 25 5
8 4 9
5 19 17
5 27 13
5 32 3
5 28 11
9 5 6
19 6 7
12 6 15
6 38 6
6 16 8
6 31 8
6 37 17
7 12 2
7 26 6
7 15 3
23 7 19
7 16 17
7 17 12
8 21 14
8 20 20
8 34 6
8 36 11
24 9 8
9 38 15
9 11 17
9 22 1
9 23 10
14 9 8
37 9 19
10 19 12
10 24 17
10 11 20
10 21 10
28 10 13
31 10 8
35 10 5
26 11 19
15 11 7
32 11 17
37 11 18
23 12 4
12 14 1
12 36 15
13 22 6
14 19 6
17 14 3
15 24 6
27 15 17
15 23 14
22 16 17
16 18 10
34 16 12
23 17 10
17 29 10
17 30 4
18 38 8
22 18 17
28 18 3
25 18 3
18 35 14
23 19 1
19 36 1
25 21 14
35 21 17
26 22 14
22 27 10
22 32 8
23 29 4
31 23 6
23 37 5
23 35 8
24 28 6
31 24 9
31 26 15
26 36 18
35 26 4
29 27 13
31 27 8
27 37 11
27 35 20
28 29 17
28 35 9
29 31 18
35 29 8
33 37 14
34 37 4
35 36 4
30 20
