38 100
28 0 18
0 32 18
16 0 18
1 27 19
1 20 4
1 3 18
1 18 5
1 19 10
27 2 18
2 20 17
13 2 9
2 17 6
2 36 2
2 9 7
15 2 10
2 14 5
7 3 5
34 3 4
3 15 20
16 3 16
30 3 18
3 22 15
4 18 12
34 4 15
4 25 16
4 23 19
4 14 3
7 5 7
16 5 17
5 22 17
34 6 11
15 6 15
16 6 10
30 6 8
6 33 16
7 13 9
12 7 17
7 35 8
7 29 17
22 7 14
8 18 16
8 25 18
8 15 12
32 8 19
16 8 18
35 8 13
8 11 1
22 8 10
9 26 8
9 15 12
10 27 7
34 10 13
15 10 20
19 11 7
23 11 7
33 11 7
27 12 17
12 21 8
12 28 6
13 27 20
17 13 16
19 13 17
13 15 10
13 23 20
20 14 7
14 18 15
37 14 16
29 14 12
24 15 20
28 15 2
23 15 12
35 15 15
16 17 20
20 17 8
17 36 12
17 37 15
18 20 19
19 18 3
18 29 8
28 19 7
22 20 12
34 21 2
37 21 1
37 22 10
22 28 7
22 29 6
23 24 5
23 37 6
34 24 16
36 24 16
31 25 7
25 30 16
33 27 2
28 32 5
29 37 9
30 36 19
33 31 3
36 33 18
34 35 15
35 36 15
6 29
