32 103
23 0 6
0 10 8
3 0 16
0 1 3
27 0 20
0 17 17
0 12 6
0 6 1
31 1 16
1 11 9
1 19 16
1 14 6
25 1 13
21 2 18
2 8 2
22 2 16
2 19 6
2 17 17
10 3 13
7 3 2
3 27 15
3 13 16
3 29 3
4 31 9
4 11 10
4 20 20
4 28 11
16 4 1
4 6 11
20 5 1
5 28 5
5 15 3
5 24 8
18 5 9
7 5 19
22 5 3
6 5 11
6 10 4
15 6 7
6 12 19
29 6 15
8 7 19
11 7 3
7 20 12
15 7 11
7 26 8
7 19 10
7 16 5
7 12 17
7 29 14
9 8 18
8 22 19
27 8 19
16 8 9
9 11 18
9 30 14
9 13 18
21 10 8
10 23 17
10 18 16
30 10 13
16 10 14
11 21 16
31 11 7
11 27 6
11 17 14
11 12 2
25 11 2
27 12 19
28 13 6
16 13 4
24 14 18
17 14 2
16 14 19
27 15 6
15 17 19
15 16 13
16 29 2
25 16 18
23 17 18
22 17 7
27 17 5
18 21 13
24 18 5
23 19 9
22 19 12
19 25 14
20 28 20
20 24 1
23 22 5
22 26 14
29 22 8
25 22 3
24 23 15
29 23 3
31 24 15
28 24 11
24 29 2
31 25 6
26 25 16
30 25 15
26 29 2
30 28 19
28 17
