35 84
9 0 12
0 1 5
17 1 13
1 29 17
1 28 3
26 1 7
1 27 12
2 34 14
2 26 20
3 12 1
4 15 17
4 26 6
4 27 3
30 4 10
5 20 1
5 8 10
5 17 3
5 18 9
5 16 4
6 20 18
6 33 4
6 9 3
6 32 18
6 16 11
31 6 8
30 6 5
7 9 7
12 8 3
28 8 19
15 9 7
9 29 1
24 10 8
10 28 15
18 10 13
10 27 17
32 10 16
11 28 10
24 12 20
28 12 17
15 13 4
13 29 1
13 27 2
13 32 5
30 13 13
20 14 15
14 28 2
14 31 1
30 14 11
34 15 11
32 15 8
15 31 15
16 34 20
16 25 7
24 16 4
21 16 16
22 17 14
17 29 15
18 21 9
19 22 6
19 26 14
32 19 10
19 30 3
34 20 13
20 25 9
20 24 20
20 23 15
29 20 15
28 20 8
27 21 20
21 30 13
25 22 2
22 27 5
28 23 3
27 23 16
34 24 4
30 24 15
25 26 4
31 25 20
26 28 5
26 27 18
26 30 11
31 27 3
33 29 12
29 30 16
3 7
