31 104
0 7 3
0 18 5
25 0 2
4 0 14
0 3 20
26 1 16
1 30 18
16 1 6
1 11 4
1 15 15
19 1 9
1 3 16
10 2 9
2 16 8
12 2 11
18 2 19
22 3 10
30 3 11
3 11 9
3 21 10
3 23 5
3 25 10
24 4 1
16 4 19
4 11 4
15 4 8
13 4 13
5 27 13
5 10 5
5 30 5
15 5 1
5 29 5
5 19 5
13 5 7
5 6 2
6 26 19
20 6 11
23 6 10
6 12 18
7 17 9
10 7 7
7 30 7
7 20 11
7 19 16
7 8 12
8 26 11
8 10 20
8 28 19
8 18 10
8 19 6
29 9 14
25 9 2
27 10 14
17 10 3
10 14 5
16 10 5
10 23 15
29 10 8
27 11 8
11 22 10
11 20 2
11 15 11
12 17 13
12 15 15
12 23 3
12 25 10
28 13 10
18 13 9
26 14 20
14 30 7
16 14 14
14 21 7
18 14 15
29 14 8
21 15 5
19 15 3
26 16 6
17 16 7
24 16 4
21 16 20
16 29 18
17 27 11
30 17 20
24 17 13
17 29 4
17 25 7
26 18 5
18 30 8
28 18 8
28 19 10
19 21 5
20 27 7
23 20 6
25 20 16
30 21 10
22 30 20
22 23 9
23 26 11
23 24 12
23 29 19
30 24 2
30 26 6
26 29 17
28 30 10
19 9
