36 109
0 16 6
9 0 15
23 0 3
2 0 9
20 0 19
6 0 14
24 1 19
30 1 5
1 19 9
3 2 11
2 9 20
2 13 17
30 2 14
2 4 7
2 26 6
29 3 8
3 34 19
7 3 7
3 13 3
19 3 11
3 8 15
4 24 9
18 4 16
4 11 11
4 23 7
10 4 8
19 4 15
4 5 11
15 4 13
32 5 8
30 5 2
5 14 3
5 17 9
7 6 15
6 27 5
6 25 4
6 26 13
7 18 7
7 16 11
9 7 2
8 24 2
8 27 18
8 17 4
35 9 4
34 9 14
11 9 7
9 13 3
9 31 4
9 14 13
10 29 19
10 35 2
16 10 16
10 23 5
10 33 12
19 10 9
17 10 11
11 22 2
13 11 3
11 12 19
20 11 12
15 11 18
26 11 8
12 22 5
16 12 18
12 31 12
12 21 13
17 12 6
12 26 11
34 13 2
33 13 14
31 13 12
14 34 1
14 31 9
35 15 11
15 23 11
27 15 8
33 15 6
16 24 16
29 16 11
16 22 12
16 27 8
31 16 19
17 31 16
18 32 11
33 18 13
25 18 8
29 20 16
20 32 17
20 30 19
21 20 13
21 29 19
21 31 13
22 24 18
30 22 5
27 22 20
29 23 1
24 29 5
24 28 8
24 33 10
34 25 20
27 25 4
26 25 16
27 35 10
29 33 2
31 29 19
35 30 8
31 32 14
31 34 16
35 33 11
26 28
