36 120
7 0 18
0 4 13
0 25 2
0 6 14
0 18 4
23 1 18
12 1 20
33 1 12
4 1 7
1 21 5
15 1 19
27 1 15
2 23 12
2 8 12
35 2 15
2 32 13
5 2 4
23 3 8
28 3 7
3 13 10
9 3 15
3 35 1
24 3 7
3 32 13
19 4 15
4 20 2
4 11 7
4 26 5
4 35 7
24 4 18
4 30 3
5 6 15
31 5 9
6 13 1
6 15 19
32 6 4
30 6 11
7 35 15
7 29 15
7 30 19
7 27 12
11 8 11
8 33 1
13 8 19
22 8 6
35 8 20
8 15 7
24 8 6
32 8 16
8 10 17
9 14 18
15 9 2
24 9 5
9 10 14
30 9 1
31 9 4
12 10 8
10 25 11
10 24 18
27 10 4
16 11 20
34 11 18
11 28 5
11 24 2
11 27 17
19 12 13
20 12 5
13 12 10
21 12 17
12 15 12
29 12 15
27 12 2
31 12 9
13 23 11
13 17 19
13 19 8
35 13 9
24 13 6
13 32 18
20 14 2
14 26 17
14 22 18
15 14 20
14 30 19
24 15 4
15 29 18
32 15 16
15 27 10
16 34 7
16 22 8
25 17 7
17 26 4
29 17 20
23 18 17
18 33 16
18 26 19
18 21 17
24 18 6
19 20 14
26 19 17
19 22 9
19 24 17
28 20 15
21 35 6
24 21 15
29 21 13
22 35 14
29 23 11
34 24 8
33 24 18
24 30 11
31 24 2
30 25 14
27 34 2
31 29 3
31 34 13
35 31 8
33 32 9
32 35 6
34 33 13
1 28
