32 106
23 0 5
4 0 3
6 0 11
0 21 14
0 26 3
1 13 13
1 3 2
1 25 13
4 1 7
26 1 15
1 20 13
15 1 3
3 2 17
7 2 6
4 2 2
28 2 13
2 21 2
3 13 20
3 25 15
18 3 2
3 14 13
3 16 15
4 22 3
4 6 4
21 4 20
4 26 12
4 19 2
4 30 1
9 4 14
5 18 13
22 5 9
24 5 15
19 5 8
10 5 3
5 31 13
6 12 3
6 18 18
14 6 2
6 16 10
7 6 16
6 29 15
6 26 18
9 6 20
18 7 5
7 14 7
7 19 20
7 9 6
7 27 3
8 23 12
16 8 18
26 8 9
8 19 12
27 8 4
9 18 19
9 22 12
9 21 1
11 9 19
23 10 8
10 25 7
18 10 16
10 22 9
10 21 1
10 19 19
11 18 18
13 12 6
12 18 16
22 12 20
12 30 2
13 14 9
29 13 19
13 30 18
14 23 15
25 14 1
14 16 17
14 22 8
29 14 10
14 17 10
15 23 4
15 29 16
21 15 13
20 15 7
22 16 8
28 16 5
16 31 6
17 24 20
19 25 5
19 21 14
19 20 17
27 19 13
20 29 12
21 20 14
30 20 16
22 24 4
22 28 12
22 31 12
23 28 6
23 26 17
25 24 8
28 24 10
30 25 4
27 25 11
26 31 20
27 29 12
31 27 11
28 30 18
31 30 4
21 17
