34 96
0 32 18
0 4 19
24 0 7
8 0 15
0 12 14
2 0 18
6 0 6
23 1 8
1 27 12
20 1 1
28 1 13
13 1 17
8 2 11
2 21 1
33 2 13
2 22 12
19 2 8
21 3 18
18 3 5
3 30 14
3 28 2
3 13 14
4 26 13
28 4 16
10 5 2
5 27 10
5 14 11
5 8 8
16 5 18
5 19 12
13 5 3
25 5 16
5 6 7
6 24 13
6 21 4
6 20 15
6 19 12
7 27 13
24 7 11
7 16 5
7 19 7
32 8 3
8 31 14
8 16 15
8 28 20
29 9 17
9 17 16
20 9 9
16 10 9
10 30 5
28 10 14
11 25 13
20 12 19
24 13 5
21 13 10
33 13 11
20 13 18
19 13 7
24 14 10
14 33 20
30 14 20
15 32 7
31 15 12
15 16 20
15 19 8
16 26 10
18 27 10
18 31 17
18 22 13
18 20 14
18 28 3
19 24 9
19 31 11
19 26 12
19 25 10
20 29 4
20 26 13
21 27 16
21 31 14
21 33 6
26 21 20
28 21 19
22 29 11
22 26 5
23 31 6
31 24 18
26 24 17
31 25 7
31 26 18
26 33 3
32 27 15
31 27 15
31 28 14
28 33 3
30 28 17
32 30 16
11 17
