36 90
24 0 19
0 2 3
25 0 17
0 6 11
0 12 3
1 18 6
15 1 3
16 2 13
2 25 18
30 3 13
21 3 16
3 18 5
28 4 14
4 31 6
4 12 10
17 4 15
5 11 10
5 18 11
33 5 7
5 27 15
5 32 18
5 22 3
28 6 4
6 29 14
11 6 16
20 7 9
7 26 14
28 8 4
8 25 8
8 31 16
8 12 13
8 14 14
8 18 20
8 9 5
9 35 13
10 32 13
10 34 3
21 11 8
11 31 13
11 18 1
20 11 7
11 32 4
35 12 19
19 12 15
13 12 4
29 13 12
13 20 9
13 34 17
14 35 5
14 31 11
18 14 15
34 14 12
28 15 11
15 33 10
27 15 7
16 29 16
16 26 17
16 17 15
31 17 18
18 17 8
17 33 12
18 30 7
18 28 6
27 18 9
29 19 20
19 35 1
20 21 7
32 22 15
23 24 7
29 23 9
25 23 6
23 27 1
29 24 13
24 31 18
33 24 2
26 24 5
24 34 13
28 25 8
26 30 6
28 26 1
26 33 11
28 27 6
27 33 11
30 28 11
29 30 13
30 34 6
34 31 12
33 32 15
34 32 18
33 34 15
2 22
