37 91
27 0 16
0 19 2
0 13 19
0 8 4
0 29 17
1 27 19
13 1 17
24 1 18
21 1 13
6 2 2
4 2 6
2 27 6
30 2 12
36 2 6
3 27 7
8 3 2
3 29 18
26 3 18
15 3 20
3 14 6
4 30 14
4 5 18
4 19 19
9 4 3
22 4 12
13 4 8
5 34 18
5 12 20
25 5 9
5 27 5
5 9 4
13 5 12
11 5 7
26 5 20
5 24 15
5 15 18
31 5 15
6 8 4
6 29 8
7 15 5
8 29 6
27 9 2
32 9 20
35 9 20
17 9 14
9 29 13
12 10 11
35 10 9
11 10 20
11 19 1
21 11 18
12 20 10
33 12 3
36 13 16
13 29 17
23 13 10
13 26 13
14 19 16
29 14 12
25 15 12
15 30 18
29 15 19
15 24 14
24 16 1
31 16 9
17 34 5
17 28 10
23 17 4
17 24 20
18 24 11
31 18 19
20 25 13
24 20 3
25 21 18
21 27 18
32 21 15
28 21 13
22 27 1
22 24 8
23 25 20
23 27 6
32 23 14
23 33 17
25 34 2
31 25 2
29 27 14
30 28 1
35 28 8
34 29 7
30 31 17
33 32 19
17 36
