34 99
0 23 9
0 29 8
28 0 8
0 13 7
10 0 13
12 0 11
1 0 20
0 27 7
23 1 10
32 1 19
11 1 1
1 29 9
1 9 11
1 15 1
22 1 8
31 1 9
5 2 16
3 32 1
3 8 5
3 9 16
33 3 7
3 21 17
4 32 3
11 4 4
4 8 3
33 4 12
4 27 14
20 5 4
6 11 17
6 9 12
10 6 4
26 6 15
21 6 2
6 27 17
30 7 5
7 11 18
7 25 15
7 13 16
7 14 3
8 23 18
8 25 8
29 8 20
28 8 15
9 8 16
24 8 1
8 13 1
8 22 2
8 21 14
9 10 15
10 11 15
29 10 20
10 24 8
16 10 11
10 26 10
31 10 11
32 11 12
30 11 8
29 12 7
27 12 1
13 29 18
13 28 17
14 13 17
13 26 16
14 23 2
14 25 2
14 18 5
14 20 15
30 15 20
21 15 9
15 31 14
16 19 19
16 20 19
31 16 12
17 32 17
17 29 13
17 33 1
18 25 18
20 18 11
18 31 16
24 19 18
19 22 14
27 19 3
24 20 5
21 23 20
33 21 8
30 23 7
25 24 17
29 24 20
31 24 10
25 29 7
25 26 15
32 26 5
30 26 7
26 28 2
31 26 7
30 28 11
33 30 17
31 32 20
32 33 20
33 2
