39 128
24 0 8
0 10 6
6 0 19
38 1 17
33 1 2
1 16 6
1 30 7
11 1 10
1 32 12
35 1 2
1 37 2
33 2 12
17 2 1
5 2 9
2 19 14
2 23 19
2 14 16
2 28 11
22 2 1
3 36 18
3 31 16
13 3 4
3 16 13
30 3 8
11 3 14
14 3 15
3 37 11
4 10 9
4 31 3
6 4 11
4 26 11
14 4 10
7 4 10
33 5 13
5 17 3
5 34 16
30 5 20
35 5 4
5 22 18
38 6 18
33 6 15
6 27 6
6 20 15
18 6 2
7 33 8
7 25 12
9 7 9
22 7 13
36 8 8
8 38 12
8 33 11
8 27 14
17 8 6
8 31 4
25 8 19
8 30 1
8 19 18
12 8 15
10 9 18
9 12 15
9 14 7
33 10 4
11 10 8
10 35 5
23 10 3
13 11 1
12 11 10
22 11 14
37 11 4
18 12 19
13 36 19
21 13 7
13 24 7
13 16 8
30 13 1
28 13 3
33 14 18
20 14 15
25 14 19
32 14 7
38 15 8
15 29 15
17 15 2
30 15 7
15 35 15
23 15 19
28 15 13
34 16 17
23 16 4
17 27 17
19 17 14
26 17 17
17 35 19
18 27 6
31 18 8
25 18 1
19 20 16
19 31 4
25 19 10
19 37 5
36 20 18
21 20 20
20 29 4
31 20 19
20 28 6
20 37 2
21 36 14
21 24 15
21 32 18
35 21 18
23 21 9
30 22 18
22 23 9
22 28 5
23 34 14
24 29 18
33 25 8
31 25 8
33 26 12
27 38 7
27 37 19
28 29 8
32 28 20
35 28 1
35 29 3
37 29 6
36 34 15
35 37 7
37 4
