35 97
5 0 5
0 31 10
32 0 12
0 21 4
0 18 17
1 33 18
1 9 2
1 2 1
21 1 4
10 1 10
18 1 17
2 27 18
2 19 15
2 15 12
12 3 20
3 15 17
17 3 12
20 4 2
4 31 13
24 4 20
17 4 14
4 32 6
4 10 16
20 5 6
24 5 4
5 22 7
5 10 9
5 29 7
6 12 15
19 6 17
6 25 13
6 7 1
16 6 10
34 6 10
6 17 16
7 25 17
24 7 12
7 15 10
21 7 12
12 8 19
16 8 10
32 8 5
29 8 4
18 8 13
19 9 5
33 9 19
9 31 8
9 34 15
9 32 8
16 10 11
10 34 1
10 26 16
11 10 3
16 11 19
34 11 16
17 11 5
27 12 10
14 12 8
24 12 2
18 12 19
33 13 19
20 13 19
13 14 9
13 25 5
13 32 14
13 30 20
14 27 16
16 14 3
14 22 15
14 30 19
15 20 13
16 28 6
31 16 18
31 17 7
17 22 18
17 32 9
17 21 2
25 18 4
30 18 7
29 18 2
24 19 6
26 19 16
21 23 1
32 21 12
25 22 20
23 28 20
32 23 2
29 23 7
33 24 20
25 33 4
25 29 15
27 26 15
27 30 16
33 28 12
31 30 15
34 30 18
33 31 15
14 4
