37 131
0 22 13
20 0 2
34 0 11
11 0 7
6 0 12
0 19 7
0 23 4
4 1 6
1 5 13
1 3 17
1 30 12
1 9 3
1 19 16
1 35 13
14 2 12
28 2 9
4 2 10
34 2 15
30 2 4
2 12 3
2 26 14
19 2 6
27 2 8
2 24 3
3 22 9
3 18 10
3 34 17
3 11 16
19 3 5
4 14 9
4 7 2
4 21 8
36 4 11
5 7 6
5 8 1
5 32 8
19 5 13
24 5 19
6 22 15
20 6 11
10 6 1
13 6 11
6 9 3
6 11 2
6 35 8
7 10 7
28 8 10
29 8 17
18 8 1
32 8 16
9 28 6
25 9 3
33 9 7
9 32 8
21 9 9
9 23 20
10 16 11
20 10 4
10 32 13
36 10 17
11 31 3
20 11 11
11 30 2
15 11 19
11 24 8
28 12 14
22 12 8
12 25 17
12 18 2
16 12 3
26 12 17
35 12 11
21 12 3
14 13 18
25 13 6
13 16 15
13 20 12
13 32 17
15 13 4
13 17 8
13 27 1
13 36 18
31 14 4
18 14 9
17 14 11
15 29 8
15 31 19
15 18 4
16 15 13
15 32 1
15 26 5
15 21 15
16 29 4
16 33 3
16 24 14
22 17 13
17 18 11
17 35 17
19 18 1
27 18 18
28 19 7
19 22 11
19 36 3
20 28 14
20 27 20
34 21 1
30 21 2
21 35 10
21 27 16
21 24 17
29 22 20
22 31 8
22 33 10
35 22 5
22 23 13
22 27 15
36 22 19
22 24 13
27 23 10
24 34 19
24 36 19
25 27 19
32 26 10
36 26 11
32 27 18
28 31 10
32 29 18
31 32 19
33 32 13
34 35 10
34 36 1
4 15
