35 103
20 0 12
0 8 15
0 33 1
6 0 20
23 0 20
1 27 13
25 1 15
1 17 17
15 1 2
1 30 20
1 3 17
31 2 20
2 34 8
2 30 18
5 2 20
19 2 20
3 18 4
3 4 1
25 3 9
3 15 2
3 30 9
3 21 2
3 14 15
20 4 20
16 4 4
4 10 15
4 15 13
4 9 18
4 5 20
6 4 6
13 4 1
4 12 16
5 22 1
31 5 14
5 29 10
33 5 12
6 22 17
6 10 18
21 6 11
6 13 8
6 28 10
27 7 14
7 17 16
7 30 19
7 21 5
24 7 13
14 7 2
15 8 12
8 21 9
9 10 1
9 31 16
15 9 4
9 19 14
9 28 4
24 9 4
18 10 10
16 10 18
31 10 4
10 34 10
11 10 1
31 11 16
26 11 7
12 25 20
12 21 4
17 13 9
13 29 2
21 13 1
13 33 11
14 27 7
16 14 12
14 25 4
21 14 12
28 14 20
14 23 10
15 22 2
15 34 9
15 26 14
16 22 12
16 29 6
34 16 8
17 22 8
17 20 9
30 17 13
18 25 6
34 18 17
32 19 2
34 19 2
22 20 9
20 28 16
27 21 16
21 33 1
21 26 3
23 21 6
27 23 18
28 23 7
31 24 11
33 24 6
26 24 3
27 26 16
32 27 17
32 29 15
29 33 12
32 34 11
4 23
