32 78
13 0 6
11 0 6
19 0 17
0 4 6
0 29 10
28 0 2
0 25 6
17 1 3
1 21 4
1 19 11
2 1 3
17 2 11
9 2 15
14 2 20
2 8 10
26 2 11
15 3 10
10 3 19
3 22 13
14 4 4
23 4 7
27 4 3
5 6 19
5 15 17
6 9 14
21 6 12
23 6 2
17 7 17
13 7 1
7 20 7
23 7 14
7 27 16
7 26 20
28 7 18
27 8 13
9 26 12
9 25 3
20 10 20
10 21 18
10 19 2
12 10 11
16 11 18
21 11 4
23 11 1
27 11 18
25 11 5
30 11 2
11 22 12
12 13 5
20 12 4
21 13 20
13 24 19
14 16 18
22 14 2
19 16 8
23 16 5
16 27 18
16 25 8
22 16 13
20 17 20
17 23 18
18 17 11
17 24 10
22 17 11
18 31 11
21 19 10
27 19 14
25 19 19
30 19 2
23 21 4
21 30 12
21 22 15
23 22 14
23 29 17
23 26 20
23 30 9
25 24 11
29 27 9
14 1
