35 132
0 22 8
0 29 18
8 0 7
34 0 8
32 0 5
0 28 19
0 27 3
26 0 1
1 8 5
1 21 16
4 1 19
28 1 16
29 2 4
2 34 14
23 2 10
2 12 3
2 16 9
2 4 1
3 33 4
3 32 18
3 23 20
21 3 16
3 28 16
3 27 5
33 4 9
4 8 13
9 4 20
4 12 13
20 4 8
4 31 14
19 4 11
4 28 7
6 4 5
11 4 17
5 10 18
5 8 15
9 5 16
13 5 16
20 5 2
19 5 17
5 6 2
6 17 11
6 29 3
6 10 2
6 18 17
6 25 12
6 14 9
11 6 8
7 29 18
7 32 20
7 23 20
7 31 13
7 11 18
26 7 11
10 8 20
9 8 14
23 8 2
8 13 12
25 8 1
8 28 16
24 9 14
9 13 12
9 15 10
26 9 15
22 10 8
34 10 8
10 32 8
12 10 19
10 18 20
10 13 15
16 11 16
22 12 4
12 29 8
12 34 7
12 32 18
23 12 6
20 12 2
19 12 2
26 12 19
33 13 7
13 16 1
13 15 8
33 14 5
31 14 3
14 19 9
22 15 20
15 18 3
31 15 12
27 15 6
26 15 20
22 16 16
16 29 5
16 25 18
20 16 7
16 27 2
22 17 10
17 33 12
17 23 15
17 21 12
17 19 1
22 18 7
18 34 12
19 33 10
19 29 8
21 19 4
25 19 17
20 22 1
23 20 4
20 27 18
21 33 12
25 21 20
21 30 14
27 21 19
22 25 1
26 22 10
29 23 17
23 32 4
30 23 10
24 33 18
24 32 12
26 29 18
34 26 10
27 33 10
27 30 8
33 28 15
29 33 6
29 32 6
32 30 14
31 30 19
31 34 11
34 32 15
33 34 5
28 18
