39 112
5 0 19
30 0 13
0 27 11
33 0 18
1 22 7
35 1 3
1 5 7
6 1 12
2 1 20
1 33 6
2 16 19
2 7 7
21 2 13
3 12 15
3 6 13
4 3 9
9 3 8
3 14 15
25 3 18
4 26 17
30 4 5
21 4 12
17 4 10
5 22 9
5 12 6
15 5 1
30 5 2
19 5 3
5 29 19
6 11 2
6 24 3
11 7 6
7 13 19
30 7 17
18 7 7
36 7 15
23 8 16
38 8 7
24 8 10
37 8 12
8 14 4
8 19 11
10 8 4
8 29 20
32 9 3
16 9 3
9 21 19
9 18 11
9 33 17
10 22 19
15 10 19
10 24 13
30 10 20
10 27 19
31 11 11
20 11 14
24 11 13
11 16 11
30 11 19
11 33 19
12 22 15
38 12 3
30 12 19
12 18 1
23 13 2
13 30 2
21 13 5
28 13 4
14 20 11
14 15 2
14 21 10
15 16 20
17 15 3
16 26 12
31 16 13
16 38 13
24 16 14
16 17 3
17 33 20
17 29 20
21 18 2
18 19 5
18 36 6
19 23 9
31 19 14
35 20 18
38 20 15
38 21 18
32 22 5
22 34 8
37 22 1
26 23 18
23 29 1
26 24 17
25 32 1
34 25 8
25 37 10
28 25 6
33 25 7
26 34 13
27 26 17
28 27 19
33 27 5
29 27 15
31 28 15
31 33 5
37 33 2
35 34 12
34 36 4
35 37 9
36 35 13
38 37 4
20 13
