39 114
0 14 16
0 25 13
0 30 16
0 28 13
14 1 16
1 32 10
1 2 14
28 1 6
7 2 8
2 4 1
2 32 9
8 2 12
2 33 13
36 2 19
2 17 4
3 16 10
3 34 2
8 3 2
3 5 19
4 7 5
4 16 1
4 35 14
4 25 18
32 4 13
36 4 11
37 4 19
5 34 12
5 9 19
5 21 4
5 31 3
28 5 10
6 7 7
6 35 10
32 6 3
6 21 12
6 8 7
6 33 18
6 37 1
7 14 4
7 13 15
31 7 1
7 28 19
7 26 16
17 7 18
8 14 8
32 8 4
34 8 13
13 8 15
9 32 3
20 9 14
36 9 11
37 9 7
28 10 14
10 23 17
10 17 2
14 11 3
25 11 7
34 11 11
16 12 12
38 12 3
32 12 3
28 12 14
17 12 18
13 15 17
13 14 8
13 38 13
13 32 6
19 13 15
14 22 4
14 28 7
14 26 6
14 37 12
17 14 10
15 22 18
15 31 14
29 15 15
36 15 1
32 16 7
16 30 3
19 16 12
17 22 13
31 17 2
28 17 2
32 18 18
18 24 13
19 35 6
38 19 13
19 29 13
38 20 1
29 20 12
37 20 11
21 31 8
34 22 7
33 22 2
29 22 9
37 22 11
35 25 6
30 25 3
28 25 6
25 37 3
33 26 13
27 38 4
27 36 13
35 28 8
28 38 16
33 28 13
33 29 10
34 30 18
30 36 11
31 34 7
31 33 15
37 32 10
33 35 8
38 34 20
24 23
