33 122
0 8 9
0 25 12
0 10 4
0 22 20
14 0 7
0 32 6
0 30 10
0 6 10
16 0 20
18 0 19
0 21 15
1 3 15
1 31 10
1 27 11
1 11 19
1 16 1
19 1 6
2 3 7
7 2 14
4 2 14
13 2 3
2 27 10
24 3 20
10 3 1
3 19 6
26 4 20
4 8 5
4 13 12
4 25 18
22 4 6
4 12 6
19 4 4
5 26 11
23 5 19
5 31 3
6 26 12
17 6 9
6 23 11
9 6 7
19 6 11
18 6 4
7 23 16
31 7 18
22 7 14
7 9 15
7 18 7
7 29 7
8 23 17
22 8 8
8 32 13
8 11 18
9 31 5
9 32 20
9 30 7
10 26 1
10 17 20
10 15 19
22 10 4
10 12 10
18 10 14
21 10 9
11 23 17
11 25 18
27 11 5
11 28 13
11 19 20
11 29 10
13 12 2
23 12 3
15 12 10
12 22 2
12 14 19
32 12 3
12 16 18
12 20 17
25 13 13
15 13 12
13 18 6
13 21 13
14 17 5
14 22 2
16 14 18
19 14 14
31 15 3
15 27 6
15 22 17
15 16 3
19 15 18
29 15 17
21 15 11
16 26 4
23 16 19
19 16 12
29 16 3
17 25 1
17 27 2
17 22 13
28 17 7
19 17 19
18 17 4
20 18 20
29 18 3
31 20 3
20 30 7
28 20 5
31 21 19
22 21 7
32 21 3
22 24 17
31 22 20
28 22 19
23 26 5
29 23 2
24 27 12
29 24 5
26 25 11
30 25 8
28 25 18
28 26 15
27 31 5
28 31 5
29 32 7
18 27
