38 96
27 0 7
0 11 15
17 0 14
0 35 9
29 0 14
10 0 9
0 9 11
20 1 13
23 1 19
1 28 18
12 1 13
2 11 12
2 8 19
2 9 4
37 2 2
34 2 2
3 7 20
3 34 1
33 3 15
4 27 14
4 32 17
4 29 5
4 10 17
4 31 16
4 22 4
4 13 9
20 5 3
5 17 3
24 5 20
35 6 16
6 25 2
34 6 18
13 6 9
34 7 2
7 33 19
12 7 8
8 25 9
29 8 16
28 8 14
8 22 11
34 8 11
8 33 14
11 9 2
35 9 16
9 14 19
34 9 17
10 11 12
10 25 20
28 10 1
10 33 5
13 10 6
11 15 6
11 14 15
11 21 13
13 11 7
12 24 15
12 25 19
16 12 13
18 13 14
19 13 13
22 13 18
13 37 2
17 14 3
35 14 17
14 28 5
33 14 12
27 15 8
35 15 7
15 28 18
16 27 1
16 24 1
17 24 11
17 25 14
17 28 3
18 27 7
18 23 3
24 18 16
36 18 3
19 24 17
29 21 9
31 21 19
24 23 14
24 30 14
25 24 15
24 34 10
32 26 19
31 27 7
34 27 7
27 36 14
30 28 7
28 35 5
28 37 19
37 30 9
33 34 15
34 37 8
35 36 4
26 20
