39 117
0 30 5
7 0 17
0 21 4
0 14 4
0 32 16
0 36 1
0 18 19
0 31 19
0 25 18
22 0 5
1 33 14
1 24 4
1 16 4
23 2 8
2 4 5
2 30 10
14 2 6
33 2 8
2 26 17
22 2 5
2 3 10
2 16 15
5 2 6
12 3 12
13 3 5
35 4 18
17 4 20
5 27 16
24 5 6
5 17 18
6 15 13
30 6 17
6 7 3
21 6 16
9 6 4
18 6 12
22 6 8
20 6 16
7 14 3
7 35 15
7 27 20
7 18 11
31 7 17
7 24 7
7 20 6
17 7 11
8 10 7
33 8 3
26 8 13
8 22 15
20 8 7
38 9 1
9 26 1
9 18 4
34 9 13
25 9 18
19 9 19
10 14 17
35 10 10
10 27 6
10 33 19
33 11 11
30 12 7
12 27 18
12 26 7
12 34 1
12 24 13
20 12 7
27 13 5
26 13 18
18 13 8
16 13 2
14 32 15
28 14 2
32 15 5
27 15 14
15 26 4
28 15 6
15 24 13
15 20 15
15 16 4
30 16 5
17 36 17
24 17 14
20 17 1
38 18 5
27 18 5
19 38 5
21 19 19
19 31 3
20 33 11
20 26 1
20 34 11
21 35 13
22 38 6
23 32 9
23 29 14
27 23 5
23 26 8
28 23 4
23 25 18
23 37 16
38 24 3
35 24 13
24 28 14
24 31 5
38 25 15
28 26 5
30 27 16
29 33 12
36 30 13
34 30 1
30 37 14
34 31 13
32 35 7
34 32 8
34 33 20
25 34
