36 94
0 31 5
0 15 6
25 0 6
0 10 7
17 0 11
0 29 15
6 1 9
33 1 15
1 14 4
24 1 4
15 1 13
21 1 16
1 27 8
29 1 10
5 2 16
7 2 5
2 8 2
2 21 11
2 20 8
2 23 7
26 2 16
23 3 13
33 4 7
4 26 4
4 17 3
34 5 20
5 25 14
29 5 20
31 6 11
6 11 9
6 29 16
7 20 17
17 7 17
29 7 1
8 30 14
31 8 19
12 8 5
8 18 9
8 27 16
11 8 14
8 17 12
9 14 17
17 9 5
10 30 16
10 16 8
34 10 2
10 26 9
11 25 11
11 17 16
12 31 10
12 13 1
18 12 4
17 12 19
13 14 8
13 16 14
35 13 18
18 13 6
20 13 15
17 13 7
33 14 7
31 14 7
14 20 9
21 15 2
26 15 13
15 29 12
34 16 3
25 16 16
16 35 20
16 19 1
23 16 12
16 22 18
17 30 12
19 17 17
18 30 13
28 18 2
19 30 13
19 24 19
21 19 8
19 25 2
27 19 18
27 21 19
21 29 2
33 23 3
35 23 8
27 24 3
29 24 2
25 29 19
31 26 4
27 30 3
27 32 19
29 27 15
28 31 15
32 28 7
35 31 6
3 32
